국문제품명,영문제품명,관리번호,작성일자,제품코드,성상,포장단위,작성자,사용법,Allergen국문,Allergen영문,저장방법,사용기한_x,원본파일,순번,등록일,excel_관리번호,excel_제품명국문,excel_제품명영문,"표시
용량","충진
용량
()",비중,pH기준,"점,경도기준","권장사용
나이",원료목록보고,"표준화
명칭적용",책임판매업적용,알러지물질표기,사용기한_y,재활용등급표시,문안표기대상부자재,기능성,라벨부착위치,버진라벨,대박스,입수량,비고,data_source,관리번호_일치,제품명_일치
밸르모나 진생 헤리티지 고삼 샴푸액,VALMONA Ginseng Heritage Gosam Shampoo,EVCO-924,2018.06.01,VMSP006,갈색 불투명 점액상,300mL / 6g,신 혜 정,적당량을 덜어 거품을 낸 다음 모발과 두피에 발라 충분히 마사지한 후 미지근한 물로 깨끗이 씻어내 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO924_(VMSP006)-밸르모나 진생 헤리티지 고삼 샴푸액.xls,,,EVCO-924,밸르모나 진생 헤리티지 고삼 샴푸액,VALMONA Ginseng Heritage Gosam Shampoo,300ml,304,1.015,5.5 ± 1.0,"10,000 ± 5,000",,,,,0,3년,,라벨,,하단 13mm,,전용박스,,,both,True,True
밸르모나 진생 헤리티지 고삼 샴푸액,VALMONA Ginseng Heritage Gosam Shampoo,EVCO-924,2018.06.01,VMSPP06,갈색 불투명 점액상,300mL / 6g,신 혜 정,적당량을 덜어 거품을 낸 다음 모발과 두피에 발라 충분히 마사지한 후 미지근한 물로 깨끗이 씻어내 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO924_(VMSP006)-밸르모나 진생 헤리티지 고삼 샴푸액.xls,827,18.06.01,EVCO-924,밸르모나 진생 헤리티지 고삼 샴푸액,,6g,6,1.010,5.5 ± 1.0,"10,000 ± 5,000",,,O,,,,우수,파우치,,,,,,,both,True,True
밸르모나 파워풀 솔루션 블랙 피오니 서리태 샴푸액,VALMONA Powerful Solution Black Peony Seoritae Shampoo,EVCO-925,2018.06.01,VMSP005,검은색 불투명 점액상,480 mL,신 혜 정,적당량을 덜어 거품을 낸 다음 모발과 두피에 발라 충분히 마사지한 후 미지근한 물로 깨끗이 씻어내 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO925_(VMSP005)-밸르모나 파워풀 솔루션 블랙 피오니 서리태 샴푸액.xls,828,18.06.01,EVCO-925,밸르모나 파워풀 솔루션 블랙 피오니 서리태 샴푸액,VALMONA Powerful Solution Black Peony Seoritae Shampoo,480ml,486,1.014,5.4 ± 1.0,"11,000 ± 5,000",,,O,O(튜브),,2년→3년,어려움,라벨/단상자,,,,,,,both,True,True
밸르모나 파워풀 솔루션 블랙 피오니 서리태 모발 영양팩,VALMONA Powerful Solution Black Peony Seoritae Nutrient Conditioner,EVCO-926,2018.06.01,VMRS005,회색의 로션상,480 mL,신 혜 정,정당량을 덜어 두피에 닿지 않게 모발에 마사지 한 후 미온수로 충분히 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO926_(VMRS005)-밸르모나 파워풀 솔루션 블랙 피오니 서리태 모발 영양팩.xls,829,18.06.01,EVCO-926,밸르모나 파워풀 솔루션 블랙 피오니 서리태 모발 영양팩,VALMONA Powerful Solution Black Peony Seoritae Nutrient Conditioner,480ml,472,0.980,4.0 ± 1.0,"18,000 ± 5,000",,,O,0,,2년→3년,어려움,라벨/단상자,,,,,,,both,True,True
위드미 시그널 벨벳 립 마스터 07 뮤즈시그널,WITHME Signal Velvet Lip Master 07 Muse Signal,EVCO-927,2018.02.19,WMLT007,레드색상의 유액상,4.5 g,신 혜 정,적당량을 취하여 입술에 부드럽게 펴 발라 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO927_(WMLT007)-위드미 시그널 벨벳 립마스터 07 뮤즈시그널.xls,830,18.02.19,EVCO-927,위드미 시그널 벨벳 립마스터 07 뮤즈시그널,,4.5g,,,,,,,O,,,,어려움,용기/단상자,,,,,,(주)안느,both,True,True
위드미 시그널 벨벳 립 마스터 08 데인저시그널,WITHME Signal Velvet Lip Master 08 Danger Signal,EVCO-928,2018.02.19,WMLT008,오렌지색상의 유액상,4.5 g,신 혜 정,적당량을 취하여 입술에 부드럽게 펴 발라 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO928_(WMLT008)-위드미 시그널 벨벳 립마스터 08 데인저시그널.xls,831,18.02.19,EVCO-928,위드미 시그널 벨벳 립마스터 08 데인저시그널,,4.5g,,,,,,,O,,,,어려움,용기/단상자,,,,,,(주)안느,both,True,True
위드미 시그널 벨벳 립 마스터 09 블러썸 시그널,WITHME Signal Velvet Lip Master 09 Blossom Signal,EVCO-929,2018.02.19,WMLT009,핑크색상의 유액상,4.5 g,신 혜 정,적당량을 취하여 입술에 부드럽게 펴 발라 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO929_(WMLT009)-위드미 시그널 벨벳 립마스터 09 블러썸시그널.xls,832,18.02.19,EVCO-929,위드미 시그널 벨벳 립마스터 09 블러썸시그널,,4.5g,,,,,,,O,,,,어려움,용기/단상자,,,,,,(주)안느,both,True,True
위드미 시그널 벨벳 립 마스터 10 얼루어시그널,WITHME Signal Velvet Lip Master 09 Allure Signal,EVCO-930,2018.02.19,WMLT010,핑크색상의 유액상,4.5 g,신 혜 정,적당량을 취하여 입술에 부드럽게 펴 발라 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO930_(WMLT010)-위드미 시그널 벨벳 립마스터 10 얼루어시그널.xls,833,18.02.19,EVCO-930,위드미 시그널 벨벳 립마스터 10 얼루어시그널,,4.5g,,,,,,,O,,,,어려움,용기/단상자,,,,,,(주)안느,both,True,True
위드미 시그널 글로우 립 마스터 101 블러드시그널,WITHME Signal Glow Lip Master 101 Blood Signal,EVCO-931,2018.04.12,WMLT101,레드색상의 유액상,4.5 g,신 혜 정,적당량을 취하여 입술에 부드럽게 펴 발라 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO931_(WMLT101)-위드미 시그널 글로우 립마스터 101 블러드시그널.xls,834,18.04.12,EVCO-931,위드미 시그널 글로우 립마스터 101 블러드시그널,,4.5g,,,,,,,O,,,,어려움,용기/단상자,,,,,,(주)안느,both,True,True
위드미 시그널 글로우 립 마스터 102 슈슈시그널,WITHME Signal Glow Lip Master 102 Chou Chou Signal,EVCO-932,2018.04.12,WMLT102,오렌지색상의 유액상,4.5 g,신 혜 정,적당량을 취하여 입술에 부드럽게 펴 발라 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO932_(WMLT102)-위드미 시그널 글로우 립마스터 102 슈슈시그널.xls,835,18.04.12,EVCO-932,위드미 시그널 글로우 립마스터 102 슈슈시그널,,4.5g,,,,,,,O,,,,어려움,용기/단상자,,,,,,(주)안느,both,True,True
위드미 시그널 글로우 립 마스터 103 포에버시그널,WITHME Signal Glow Lip Master 103 Forever Signal,EVCO-933,2018.04.12,WMLT103,핑크색상의 유액상,4.5 g,신 혜 정,적당량을 취하여 입술에 부드럽게 펴 발라 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO933_(WMLT103)-위드미 시그널 글로우 립마스터 103 포에버시그널.xls,836,18.04.12,EVCO-933,위드미 시그널 글로우 립마스터 103 포에버시그널,,4.5g,,,,,,,O,,,,어려움,용기/단상자,,,,,,(주)안느,both,True,True
위드미 시그널 글로우 립 마스터 104 조이시그널,WITHME Signal Glow Lip Master 104 Joy Signal,EVCO-934,2018.04.12,WMLT104,핑크색상의 유액상,4.5 g,신 혜 정,적당량을 취하여 입술에 부드럽게 펴 발라 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO934_(WMLT104)-위드미 시그널 글로우 립마스터 104 조이시그널.xls,837,18.04.12,EVCO-934,위드미 시그널 글로우 립마스터 104 조이시그널,,4.5g,,,,,,,O,,,,어려움,용기/단상자,,,,,,(주)안느,both,True,True
위드미 시그널 글로우 립 마스터 105 판타지시그널,WITHME Signal Glow Lip Master 105 Fantasy Signal,EVCO-935,2018.04.12,WMLT105,핑크색상의 유액상,4.5 g,신 혜 정,적당량을 취하여 입술에 부드럽게 펴 발라 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO935_(WMLT105)-위드미 시그널 글로우 립마스터 105 판타지시그널.xls,838,18.04.12,EVCO-935,위드미 시그널 글로우 립마스터 105 판타지시그널,,4.5g,,,,,,,O,,,,어려움,용기/단상자,,,,,,(주)안느,both,True,True
위드미 시그널 샤인 립 글로스 앤 밤 No.01 마린블루펄,WITHME Signal Shine Lip Gloss & Balm No.01 Marine Blue Pearl,EVCO-936,2018.06.26,WMLG001,블루색상의 유액상,10 g,신 혜 정,적당량을 취하여 입술에 부드럽게 펴 발라 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO936_(WMLG001)-위드미 시그널 샤인 립 글로스 앤 밤 No.01 마린블루펄.xls,839,18.06.26,EVCO-936,위드미 시그널 샤인 립 글로스 앤 밤 No.01 마린블루펄,,10g,,,,,,,O,,,,,튜브/단상자,,,,,,(주)안느,both,True,True
위드미 시그널 샤인 립 글로스 앤 밤 No.02 체리블러썸펄,WITHME Signal Shine Lip Gloss & Balm No.02 Cherry Blossom Pearl,EVCO-937,2018.06.26,WMLG002,핑크색상의 유액상,10 g,신 혜 정,적당량을 취하여 입술에 부드럽게 펴 발라 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO937_(WMLG002)-위드미 시그널 샤인 립 글로스 앤 밤 No.02 체리블러썸펄.xls,840,18.06.26,EVCO-937,위드미 시그널 샤인 립 글로스 앤 밤 No.02 체리블러썸펄,,10g,,,,,,,O,,,,,튜브/단상자,,,,,,(주)안느,both,True,True
위드미 시그널 샤인 립 글로스 앤 밤 No.03 에센셜 밤,WITHME Signal Shine Lip Gloss & Balm No.03 Essential Balm,EVCO-938,2018.06.26,WMLG003,화이트색상의 크림상,10 g,신 혜 정,적당량을 취하여 입술에 부드럽게 펴 발라 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO938_(WMLG003)-위드미 시그널 샤인 립 글로스 앤 밤 No.03 에센셜밤.xls,841,18.06.26,EVCO-938,위드미 시그널 샤인 립 글로스 앤 밤 No.03 에센셜밤,,10g,,,,,,,O,,,,,튜브/단상자,,,,,,(주)안느,both,True,True
바스파 오스트레일리안 바쓰 솔트 소프트 로지,BATHPA Australian Bath Salt Soft Rosy,EVCO-939,2018.06.01,BTBS001,연한핑크의 입자소금,1200 g,신 혜 정,"물에 적당량을 용해시켜 사용합니다.
권장사용량: 물의 양에 따라 50g~150g(물10L 당 1g)",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 2년,제품표준서_EVCO939_(BTBS001)-바스파 오스트레일리안 바쓰 솔트 소프트 로지.xls,842,18.06.01,EVCO-939,바스파 오스트레일리안 바쓰 솔트 소프트 로지,Bathpa Australian Bath Salt-Soft Rosy,1200g,,,6.0 ± 1.0,"7,000 ± 3,000",,,O,,,2년,어려움,라벨,,,,,,(주)이노맥스,both,True,True
바스파 오스트레일리안 바쓰 솔트 프레쉬 유자,BATHPA Australian Bath Salt Fresh Yuja,EVCO-940,2018.06.01,BTBS002,연한황색의 입자소금,1200 g,신 혜 정,"물에 적당량을 용해시켜 사용합니다.
권장사용량: 물의 양에 따라 50g~150g(물10L 당 1g)",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 2년,제품표준서_EVCO940_(BTBS002)-바스파 오스트레일리안 바쓰 솔트 프레쉬 유자.xls,843,18.06.01,EVCO-940,바스파 오스트레일리안 바쓰 솔트 프레쉬 유자,Bathpa Australian Bath Salt-Fresh Yuja,1200g,,,6.0 ± 1.0,"7,000 ± 3,000",,,O,,,2년,어려움,라벨,,,,,,(주)이노맥스,both,True,True
바스파 오스트레일리안 바쓰 솔트 쏠티 씨,BATHPA Australian Bath Salt Salty Sea,EVCO-941,2018.06.01,BTBS003,연한청색의 입자소금,1200 g,신 혜 정,"물에 적당량을 용해시켜 사용합니다.
권장사용량: 물의 양에 따라 50g~150g(물10L 당 1g)",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 2년,제품표준서_EVCO941_(BTBS003)-바스파 오스트레일리안 바쓰 솔트 쏠티 씨.xls,844,18.06.01,EVCO-941,바스파 오스트레일리안 바쓰 솔트 쏠티 씨,Bathpa Australian Bath Salt-Salty Sea,1200g,,,6.0 ± 1.0,"7,000 ± 3,000",,,O,,,2년,어려움,라벨,,,,,,(주)이노맥스,both,True,True
바스파 오스트레일리안 바쓰 솔트 컴포트 라벤더,BATHPA Australian Bath Salt Comfort Lavender,EVCO-942,2018.06.01,BTBS004,연보라색의 입자소금,1200 g,신 혜 정,"물에 적당량을 용해시켜 사용합니다.
권장사용량: 물의 양에 따라 50g~150g(물10L 당 1g)",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 2년,제품표준서_EVCO942_(BTBS004)-바스파 오스트레일리안 바쓰 솔트 컴포트 라벤더.xls,845,18.06.01,EVCO-942,바스파 오스트레일리안 바쓰 솔트 컴포트 라벤더,Bathpa Australian Bath Salt-Comfort Lavender,1200g,,,6.0 ± 1.0,"7,000 ± 3,000",,,O,,,2년,어려움,라벨,,,,,,(주)이노맥스,both,True,True
바스파 오스트레일리안 바쓰 솔트 그린 버드,BATHPA Australian Bath Salt Green Buds,EVCO-943,2018.06.01,BTBS005,연한녹색의 입자소금,1200 g,신 혜 정,"물에 적당량을 용해시켜 사용합니다.
권장사용량: 물의 양에 따라 50g~150g(물10L 당 1g)",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 2년,제품표준서_EVCO943_(BTBS005)-바스파 오스트레일리안 바쓰 솔트 그린 버드.xls,846,18.06.01,EVCO-943,바스파 오스트레일리안 바쓰 솔트 그린 버드,Bathpa Australian Bath Salt-Green Buds,1200g,,,6.0 ± 1.0,"7,000 ± 3,000",,,O,,,2년,어려움,라벨,,,,,,(주)이노맥스,both,True,True
바스파 피토 스칼프 오일컷 미스트,BATHPA Phyto Scalp Oil Cut Mist,EVCO-944,2018.07.23,BTMS001,무색 투명 액상,100 mL,신 혜 정,"오일컷 내용물이 잘 혼합되도록 충분히 흔들어 준 다음, 두피 가까이에 분사하고 톡톡 두드려 흡수시켜 줍니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년(개봉후 12개월),제품표준서_EVCO944_(BTSM001)-바스파 피토 스칼프 오일컷 미스트.xls,,,,,,,,,,,,,,,,,,,,,,,,,csv_only,True,True
바스파 플랜트 퓨어 로즈힙 바디 워시,Bathpa Plant Pure Rosehip Body Wash,EVCO-945,2018.08.09,BTBC001,백색의 점액상,300 mL,신 혜 정,적당량을 샤워용 스펀지나 타올에 묻혀 거품을 낸 다음 전신에 마사지하듯 고루 문지른 후 물로 깨끗이 씻어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO945_(BTBC001)-바스파 플랜트 퓨어 로즈힙 바디 워시.xls,848,18.08.09,EVCO-945,바스파 플랜트 퓨어 로즈힙 바디 워시,,300ml,302,1.021,,,,,O,,,,어려움,,,,,,,,both,True,True
바스파 플랜트 퓨어 로즈힙 바디 로션,Bathpa Plant Pure Rosehip Body Lotion,EVCO-946,2018.08.09,BTBL001,백색의 로션상,300 mL,신 혜 정,샤워 후 적당량을 덜어 전신에 마사지하듯이 부드럽게 펴 발라줍니다. 취침 전이나 건조할 때마다 수시로 바르면 더욱 효과적입니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO946_(BTBL001)-바스파 플랜트 퓨어 로즈힙 바디 로션.xls,849,18.08.09,EVCO-946,바스파 플랜트 퓨어 로즈힙 바디 로션,,300ml,292,0.995,,,,,O,,,,어려움,,,,,,,,both,True,True
바스파 플랜트 퓨어 로즈힙 핸드 크림,Bathpa Plant Pure Rosehip Hand Cream,EVCO-947,2018.08.09,BTHC001,백색의 크림상,100 mL,신 혜 정,"손을 씻은 후, 건조함이 느껴질 때마다 적당량을 덜어 부드럽게 롤링하면서 흡수시켜 줍니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO947_(BTHC001)-바스파 플랜트 퓨어 로즈힙 핸드 크림.xls,850,18.08.09,EVCO-947,바스파 플랜트 퓨어 로즈힙 핸드 크림,,100ml,99,0.996,,,,,O,,,,우수,,,,,,,,both,True,True
바스파 플랜트 퓨어 로즈힙 핸드 솝,Bathpa Plant Pure Rosehip Hand Soap,EVCO-948,2018.08.09,BTHS001,무색 투명 점액상,300 mL,신 혜 정,적당량을 취해 물기있는 손에 덜어 거품을 낸 후 헹궈줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO948_(BTHS001)-바스파 플랜트 퓨어 로즈힙 핸드 솝.xls,851,18.08.09,EVCO-948,바스파 플랜트 퓨어 로즈힙 핸드 솝,,300ml,302,1.022,,,,,O,,,,어려움,,,,,,,,both,True,True
위드미 판테스틱 더마 시카 카밍 앰플,WITHME Panthestic Derma Cica Calming Ampoule,EVCO-949,2018.08.22,WMAP001,파란색 투명 점액상,30 mL,신 혜 정,"적당량을 덜어 얼굴 전체에 고르게 펴바른 뒤, 손바닥으로 가볍게 눌러 흡수시켜 줍니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 2년(개봉후 12개월),제품표준서_EVCO949_(WMAP001)-위드미 판테스틱 더마 시카 카밍 앰플.xls,852,18.08.22,EVCO-949,위드미 판테스틱 더마 시카 카밍 앰플,WITHME Panthestic Derma Cica Calming Ampoule,30ml,34,1.000,,,,,O,,,,어려움,라벨/단상자,주름+미백,,,,,기능성,both,True,True
위드미 판테스틱 더마 비타 에너지 앰플,WITHME Panthestic Derma Vita Energy Ampoule,EVCO-950,2018.08.22,WMAP002,황색 투명 점액상,30 mL,신 혜 정,"적당량을 덜어 얼굴 전체에 고르게 펴바른 뒤, 손바닥으로 가볍게 눌러 흡수시켜 줍니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 2년(개봉후 12개월),제품표준서_EVCO950_(WMAP002)-위드미 판테스틱 더마 비타 에너지 앰플.xls,853,18.08.22,EVCO-950,위드미 판테스틱 더마 비타 에너지 앰플,WITHME Panthestic Derma Vita Energy Ampoule,30ml,34,1.027,,,,,O,,,,어려움,라벨/단상자,주름+미백,,,,,기능성,both,True,True
위드미 판테스틱 더마 화이트닝 컨트롤 앰플,WITHME Panthestic Derma Whitening Control Ampoule,EVCO-951,2018.08.22,WMAP003,백색 불투명 점액상,30 mL,신 혜 정,"적당량을 덜어 얼굴 전체에 고르게 펴바른 뒤, 손바닥으로 가볍게 눌러 흡수시켜 줍니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 2년(개봉후 12개월),제품표준서_EVCO951_(WMAP003)-위드미 판테스틱 더마 화이트닝 컨트롤 앰플.xls,854,18.08.22,EVCO-951,위드미 판테스틱 더마 화이트닝 컨트롤 앰플,WITHME Panthestic Derma Whitening Control Ampoule,30ml,34,1.007,,,,,O,,,,어려움,라벨/단상자,주름+미백,,,,,기능성,both,True,True
세라클리닉 로우 솔루션 센텔라 아시아티카 100,CERACLINIC Raw Solution Centella Asiatica 100,EVCO-952,2018.07.13,CCRW004,갈색 투명 액상,"60 ml, 250 ml",신 혜 정,"피부 보습이 필요한 부위에 골고루 펴 바르거나 크림, 토너 등에 섞어 사용합니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 2년,제품표준서_EVCO952_(CCRW004)-세라클리닉 로우 솔루션 센텔라 아시아티카 100.xls,855,18.07.13,EVCO-952,세라클리닉 오루 솔루션 센텔라 아시아티카 100,CERACLINIC Raw Solution Centella Asiatica 100,60ml,60,1.012,5.5 ± 1.0,NONE,,,O,,,2년,어려움,라벨,,,,,,,both,True,True
세라클리닉 로우 솔루션 센텔라 아시아티카 100,CERACLINIC Raw Solution Centella Asiatica 100,EVCO-952,2018.07.13,CCRWB04,갈색 투명 액상,"60 ml, 250 ml",신 혜 정,"피부 보습이 필요한 부위에 골고루 펴 바르거나 크림, 토너 등에 섞어 사용합니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 2년,제품표준서_EVCO952_(CCRW004)-세라클리닉 로우 솔루션 센텔라 아시아티카 100.xls,,,EVCO-952,세라클리닉 오루 솔루션 센텔라 아시아티카 100,CERACLINIC Raw Solution Centella Asiatica 100,250ml,250,1.012,5.5 ± 1.0,NONE,,,0,,,2년,어려움,라벨,,,,,,,both,True,True
페디슨 인스티튜트 보떼 아미노 카렌듈라 컨디셔너,PEDISON Institut-beaute Amino Calendula Conditioner,EVCO-953,2018.08.30,PDRS007,주황색 로션상,4000 mL,신 혜 정,샴푸 후 적당량을 덜어 모발 전체에 펴 바르고 마사지합니다. 2-3분 후 물로 충분히 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO953_(PDRS007)-페디슨 인스티튜트 보떼 아미노 카렌듈라 컨디셔너.xls,856,18.08.30,EVCO-953,페디슨 인스티튜트 보떼 아미노 카렌듈라 컨디셔너,PEDISON Institut-beaute Amino Calendula Conditioner,4000ml,4026,0.972,,,,,O,,,,,라벨,,,,,,,both,True,True
페디슨 인스티튜트 보떼 아미노 카렌듈라 샴푸,PEDISON Institut-beaute Amino Calendula Shampoo,EVCO-954,2018.08.30,PDSP010,주황색 불투명 점액상,4000 mL,신 혜 정,적신 머리에 적당량을 덜어 모발과 두피에 부드럽게 마사지하듯 거품을 충분히 낸 후 미온수로 깨끗이 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO954_(PDSP010)-페디슨 인스티튜트 보떼 아미노 카렌듈라 샴푸.xls,857,18.08.30,EVCO-954,페디슨 인스티튜트 보떼 아미노 카렌듈라 샴푸,PEDISON Institut-beaute Amino Calendula Shampoo,4000ml,3950,1.006,,,,,O,,,,,라벨,,,,,,,both,True,True
밸르모나 슈가 벨벳 밀크 모발 영양팩,VALMONA Sugar Velvet Milk Nutrient Conditioner,EVCO-955,2018.08.30,VMRS007,분홍색 로션상,480 mL,신 혜 정,적당량을 덜어 두피에 닿지 않게 모발에 마사지 한 후 미온수로 충분히 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO955_(VMRS007)-밸르모나 슈가 벨벳 밀크 모발 영양팩.xls,858,18.08.30,EVCO-955,밸르모나 슈가 벨벳 밀크 모발 영양팩,VALMONA Sugar Velvet Milk Nutrient Conditioner,480ml,472,0.988,4.0 ± 1.0 ,"12,000 ± 5,000",,,O,O,0,2년→3년,어려움,단상자,,,,,,,both,True,True
밸르모나 슈가 벨벳 밀크 샴푸액,VALMONA Sugar Velvet Milk Shampoo,EVCO-956,2018.08.30,VMSP007,붉은색 불투명 점액상,480 mL,신 혜 정,적당량을 덜어 거품을 낸 다음 모발과 두피에 발라 충분히 마사지한 후 미지근한 물로 깨끗이 씻어내 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO956_(VMSP007)-밸르모나 슈가 벨벳 밀크 샴푸액.xls,859,18.08.30,EVCO-956,밸르모나 슈가 벨벳 밀크 샴푸액,VALMONA Sugar Velvet Milk Shampoo,480ml,486,1.011,5.8 ± 1.0 ,"22,000 ± 5,000 ",,,O,0,0,2년→3년,어려움,단상자,,,,,,,both,True,True
키스 바이 로즈마인 프래그런스 크림 - 글래머 센슈얼리티,Kiss by Rosemine Fragrance Cream - Glamour Sensuality,EVCO-957,2018.09.27,KBCR001,백색의 크림상,140 mL,신 혜 정,"적당량을 덜어 전신에 부드럽게 도포합니다. 향기 연출을 원하는 손, 쇄골 등 원하는 부위에 부드럽게 발라줍니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO957_(KBCR001)-키스 바이 로즈마인 프래그런스 크림 - 글래머 센슈얼리티.xls,860,18.09.27,EVCO-957,키스 바이 로즈마인 프래그런스 크림 - 글래머 센슈얼리티,Kiss by Rosemine Fragrance Cream - Glamour Sensuality,140ml,140,0.988,7.0 ± 1.0,"65,000 ± 20,000",,0,O,0,0,3년,우수,튜브/단상자,,,,,,,both,True,True
키스 바이 로즈마인 프래그런스 크림 - 글래머 판타지,Kiss by Rosemine Fragrance Cream - Glamour Fantasy,EVCO-958,2018.09.27,KBCR002,백색의 크림상,140 mL,신 혜 정,"적당량을 덜어 전신에 부드럽게 도포합니다. 향기 연출을 원하는 손, 쇄골 등 원하는 부위에 부드럽게 발라줍니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO958_(KBCR002)-키스 바이 로즈마인 프래그런스 크림 - 글래머 판타지.xls,861,18.09.27,EVCO-958,키스 바이 로즈마인 프래그런스 크림 - 글래머 판타지,Kiss by Rosemine Fragrance Cream - Glamour Fantasy,140ml,140,0.988,7.0 ± 1.0,"65,000 ± 20,000",,0,O,0,0,3년,우수,튜브/단상자,,,,,,,both,True,True
키스 바이 로즈마인 프래그런스 크림 - 글래머 프레셔스,Kiss by Rosemine Fragrance Cream - Glamour Precious,EVCO-959,2018.09.27,KBCR003,백색의 크림상,140 mL,신 혜 정,"적당량을 덜어 전신에 부드럽게 도포합니다. 향기 연출을 원하는 손, 쇄골 등 원하는 부위에 부드럽게 발라줍니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO959_(KBCR003)-키스 바이 로즈마인 프래그런스 크림 - 글래머 프레셔스.xls,862,18.09.27,EVCO-959,키스 바이 로즈마인 프래그런스 크림 - 글래머 프레셔스,Kiss by Rosemine Fragrance Cream - Glamour Precious,140ml,140,0.988,7.0 ± 1.0,"65,000 ± 20,000",,0,O,0,0,3년,우수,튜브/단상자,,,,,,,both,True,True
"키스 바이 로즈마인 프래그런스 크림 - 오, 프레쉬 포에버","Kiss by Rosemine Fragrance Cream - Oh, Fresh Forever",EVCO-960,2018.09.27,KBCR004,백색의 크림상,140 mL,신 혜 정,"적당량을 덜어 전신에 부드럽게 도포합니다. 향기 연출을 원하는 손, 쇄골 등 원하는 부위에 부드럽게 발라줍니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,"제품표준서_EVCO960_(KBCR004)-키스 바이 로즈마인 프래그런스 크림 - 오, 프레쉬 포에버.xls",863,18.09.27,EVCO-960,"키스 바이 로즈마인 프래그런스 크림 - 오, 프레쉬 포에버","Kiss by Rosemine Fragrance Cream - Oh, Fresh Forever",140ml,140,0.988,7.0 ± 1.0,"65,000 ± 20,000",,0,O,0,0,3년,우수,튜브/단상자,,,,,,,both,True,True
