product_code,management_code,korean_name,english_name,appearance,packaging_unit,created_date,author,usage_instructions,allergen_korean,allergen_english,storage_method,shelf_life,label_volume,fill_volume,specific_gravity,ph_standard,viscosity_standard,raw_material_report,standardized_name,responsible_seller,recycling_grade,label_position,functional_claim,semi_product_code,p_product_code,source_file
WMLT003,EVCO-897,위드미 시그널 벨벳 립 마스터 03 무드시그널,WITHME Signal Velvet Lip Master 03 Mood Signal,브라운색상의 유액상,4.5 g,2017-10-25,신 혜 정,적당량을 취하여 입술에 부드럽게 펴 발라 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,4.5g,,,,,,,,어려움,,,,,제품표준서_EVCO897_(WMLT003)-위드미 시그널 벨벳 립마스터 03 무드시그널.xls
WMLT004,EVCO-898,위드미 시그널 벨벳 립 마스터 04 로맨틱시그널,WITHME Signal Velvet Lip Master 04 Romantic Signal,핑크색상의 유액상,4.5 g,2017-10-25,신 혜 정,적당량을 취하여 입술에 부드럽게 펴 발라 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,4.5g,,,,,,,,어려움,,,,,제품표준서_EVCO898_(WMLT004)-위드미 시그널 벨벳 립마스터 04 로맨틱시그널.xls
WMLT005,EVCO-899,위드미 시그널 벨벳 립 마스터 05 러브시그널,WITHME Signal Velvet Lip Master 05 Love Signal,핑크색상의 유액상,4.5 g,2017-10-25,신 혜 정,적당량을 취하여 입술에 부드럽게 펴 발라 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,4.5g,,,,,,,,어려움,,,,,제품표준서_EVCO899_(WMLT005)-위드미 시그널 벨벳 립마스터 05 러브시그널.xls
WMLT006,EVCO-900,위드미 시그널 벨벳 립 마스터 06 트렌디시그널,WITHME Signal Velvet Lip Master 06 Trendy Signal,코랄핑크색상의 유액상,4.5 g,2017-10-25,신 혜 정,적당량을 취하여 입술에 부드럽게 펴 발라 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,4.5g,,,,,,,,어려움,,,,,제품표준서_EVCO900_(WMLT006)-위드미 시그널 벨벳 립마스터 06 트렌디시그널.xls
WMCR003,EVCO-901,위드미 옴므 우디보이 화이트닝 크림,WITHME Homme Woody Boy Whitening Cream,백색의 유액상,75 mL,2017-12-21,신 혜 정,스킨케어 마지막 단계에서 적당량을 덜어 얼굴 전체에 고르게 펴발라줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,75ml,76,1.044,,,,,,,,,,,제품표준서_EVCO901_(WMCR003)-위드미 옴므 우디보이 화이트닝 크림.xls
CHHC001,EVCO-902,샤샤 밀크 앤 허니 핸드크림 듀이플로럴,CHAR CHAR Milk&Honey Hand Cream Dewy Floral,연한 황색 크림상,500 mL,2018-01-23,신 혜 정,"손을 씻은 후, 건조함이 느껴질 때마다 적당량을 덜어 부드럽게 롤링하면서 흡수시켜줍니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,500ml,503,0.962,6.5 ± 1.0,"32,000 ± 5,000",,,,어려움,,,BCHHC0010,PCHHC0010,제품표준서_EVCO902_(CHHC001)-샤샤 밀크 앤 허니 핸드크림 듀이플로럴.xls
CHHC002,EVCO-903,샤샤 밀크 앤 허니 핸드크림 쥬이시그레이프프룻,CHAR CHAR Milk&Honey Hand Cream Juicy Grapefruit,연한 분홍색 크림상,500 mL,2018-01-23,신 혜 정,"손을 씻은 후, 건조함이 느껴질 때마다 적당량을 덜어 부드럽게 롤링하면서 흡수시켜줍니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,500ml,503,0.962,6.5 ± 1.0,"32,000 ± 5,000",,,,어려움,,,BCHHC0020,PCHHC0020,제품표준서_EVCO903_(CHHC002)-샤샤 밀크 앤 허니 핸드크림 쥬이시그레이프프룻.xls
CHHC003,EVCO-904,샤샤 밀크 앤 허니 핸드크림 소프트머스크,CHAR CHAR Milk&Honey Hand Cream Soft Musk,연한 보라색 크림상,500 mL,2018-01-23,신 혜 정,"손을 씻은 후, 건조함이 느껴질 때마다 적당량을 덜어 부드럽게 롤링하면서 흡수시켜줍니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,500ml,503,0.962,6.5 ± 1.0,"32,000 ± 5,000",,,,어려움,,,BCHHC0030,PCHHC0030,제품표준서_EVCO904_(CHHC003)-샤샤 밀크 앤 허니 핸드크림 소프트머스크.xls
PFSPR00,EVCO-905,블루밍 보떼 더 패스트 샴푸,Blooming Beaute The Fast Shampoo,연하늘색 불투명 펄 점액상,480 mL,2018-02-05,신 혜 정,머리를 물에 적신 후 본품 적당량을 덜어 모발과 두피에 부드럽게 마사지하듯 거품을 낸 후 미온수로 깨끗이 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,480ml,482,1.008,,,,,,어려움,,,BPFSPR000,PPFSPR000,제품표준서_EVCO905_(PFSPR00)-블루밍 보떼 더 패스트 샴푸.xls
PDSG005,EVCO-906,페디슨 차전궁 프레쉬 버진 겔,PEDISON Chajungung Fresh Virgin Gel,황색의 투명 점액상,30 mL,2018-02-07,신 혜 정,사용 시 적당량을 덜어 건조한 부위에 부드럽게 마사지하듯 도포합니다. 실크같은 매끄러움과 촉촉함을 느낄 수 있습니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,30ml,31,1.026,,,,,,,,,,,제품표준서_EVCO906_(PDSG005)-페디슨 차전궁 프레쉬 버진 겔.xls
FJCR001,EVCO-907,프레쥬 오리지날 허브 자연약쑥 진정 수분크림,Fraijour Original Herb Wormwood Calming Watery Cream,백색 불투명 크림상,90 mL,2018-02-07,신 혜 정,"아침, 저녁 기초 스킨케어 후 크림 사용단계에서 적당량을 덜어 피부 안쪽에서 바깥쪽으로 피부 결을 따라 부드럽게 펴 발라 흡수시킵니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년(개봉 후 12개월),90ml,92,1.003,,,,,,어려움,,,BFJCR0010,PFJCR0010,제품표준서_EVCO907_(FJCR001)-프레쥬 오리지날 허브 자연약쑥 진정 수분크림.xls
PDCO001,EVCO-908,페디슨 아로마틱 넥타 클렌징 오일,PEDISON Aromatic Nectar Cleansing Oil,황색의 투명 오일상,300 mL,2018-03-07,신 혜 정,물기가 없는 손에 오일을 적당량 취하여 손바닥에서 부드럽게 롤링한 후 얼굴 전체를 마사지 하듯 클렌징 합니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 2년(개봉 후 12개월),300ml,275,0.926,,,,,,어려움,,,,PPDCO0010,제품표준서_EVCO908_(PDCO001)-페디슨 아로마틱 넥타 클렌징 오일.xls
MLHS005,EVCO-909,미미로린스 씬트 리메인 프로테인 헤어 세럼-라즈베리 만다린,Mimi Lauryne's Scent Remain Protein Hair Serum-Raspberry Mandarin,무색 투명의 오일상,100 mL,2018-03-13,신 혜 정,샴푸 후 물기를 말리고 손바닥에 적당량을 덜어 손상부위를 중심으로 조금씩 펴 바르고 손에 남은 잔량으로 모발 전체에 가볍게 펴 바릅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,100ml,95,0.934,,,,,,,,,,PMLHS0050,제품표준서_EVCO909_(MLHS005)-미미로린스 씬트 리메인 프로테인 헤어 세럼-라즈베리 만다린.xls
MLHS006,EVCO-910,미미로린스 씬트 리메인 프로테인 헤어 세럼-블리스드,Mimi Lauryne's Scent Remain Protein Hair Serum-Blessed,무색 투명의 오일상,100 mL,2018-03-13,신 혜 정,샴푸 후 물기를 말리고 손바닥에 적당량을 덜어 손상부위를 중심으로 조금씩 펴 바르고 손에 남은 잔량으로 모발 전체에 가볍게 펴 바릅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,100ml,95,0.934,,,,,,,,,,,제품표준서_EVCO910_(MLHS006)-미미로린스 씬트 리메인 프로테인 헤어 세럼-블리스드.xls
BTPF001,EVCO-911,바스파 피토 스칼프 퍼퓸,BATHPA Phyto Scalp Perfume,무색~미황색 투명 오일상,7 mL,2018-03-22,신 혜 정,"두피, 손목, 귀 뒤쪽등 향기 연출을 원하는 곳에 가볍게 롤링하여 도포합니다.",,,7 mL,차광한 기밀용기에 넣어 실온에서 보관할 것,,,,,,,,,,,,,PBTPF0010,제품표준서_EVCO911_(BTPF001~005)-바스파 피토 스칼프 퍼퓸 5종.xls
BTPF002,EVCO-911,바스파 피토 스칼프 퍼퓸,BATHPA Phyto Scalp Perfume,무색~미황색 투명 오일상,7 mL,2018-03-22,신 혜 정,"두피, 손목, 귀 뒤쪽등 향기 연출을 원하는 곳에 가볍게 롤링하여 도포합니다.",,,7 mL,차광한 기밀용기에 넣어 실온에서 보관할 것,,,,,,,,,,,,,PBTPF0020,제품표준서_EVCO911_(BTPF001~005)-바스파 피토 스칼프 퍼퓸 5종.xls
BTPF003,EVCO-911,바스파 피토 스칼프 퍼퓸,BATHPA Phyto Scalp Perfume,무색~미황색 투명 오일상,7 mL,2018-03-22,신 혜 정,"두피, 손목, 귀 뒤쪽등 향기 연출을 원하는 곳에 가볍게 롤링하여 도포합니다.",,,7 mL,차광한 기밀용기에 넣어 실온에서 보관할 것,,,,,,,,,,,,,,제품표준서_EVCO911_(BTPF001~005)-바스파 피토 스칼프 퍼퓸 5종.xls
BTPF004,EVCO-911,바스파 피토 스칼프 퍼퓸,BATHPA Phyto Scalp Perfume,무색~미황색 투명 오일상,7 mL,2018-03-22,신 혜 정,"두피, 손목, 귀 뒤쪽등 향기 연출을 원하는 곳에 가볍게 롤링하여 도포합니다.",,,7 mL,차광한 기밀용기에 넣어 실온에서 보관할 것,,,,,,,,,,,,,,제품표준서_EVCO911_(BTPF001~005)-바스파 피토 스칼프 퍼퓸 5종.xls
BTPF005,EVCO-911,바스파 피토 스칼프 퍼퓸,BATHPA Phyto Scalp Perfume,무색~미황색 투명 오일상,7 mL,2018-03-22,신 혜 정,"두피, 손목, 귀 뒤쪽등 향기 연출을 원하는 곳에 가볍게 롤링하여 도포합니다.",,,7 mL,차광한 기밀용기에 넣어 실온에서 보관할 것,,,,,,,,,,,,,,제품표준서_EVCO911_(BTPF001~005)-바스파 피토 스칼프 퍼퓸 5종.xls
WMSC001,EVCO-912,위드미 누드 앤 쉬어 선스틱 - 퓨어,WITHME Nude & Sheer Sun Stick - Pure SPF50+ PA++++,미황색 납상 크림제,22 g,2018-03-23,신 혜 정,"얼굴과 목, 팔, 다리 등 자외선에 노출되기 쉬운 피부에 가볍게 발라 줍니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,22g,23,,,,,,,,,,,,제품표준서_EVCO912_(WMSC001)-위드미 누드 앤 쉬어 선스틱-퓨어.xls
WMSC002,EVCO-913,위드미 누드 앤 쉬어 선스틱 - 컨트롤,WITHME Nude & Sheer Sun Stick - Control SPF50+ PA++++,미황색 납상 크림제,22 g,2018-03-23,신 혜 정,"얼굴과 목, 팔, 다리 등 자외선에 노출되기 쉬운 피부에 가볍게 발라 줍니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,22g,23,,,,,,,,,,,,제품표준서_EVCO913_(WMSC002)-위드미 누드 앤 쉬어 선스틱-컨트롤.xls
WMCR004,EVCO-914,위드미 판테스틱 더마 시카 크림,WITHME Panthestic Derma Cica Cream,백색의 크림상,100 mL,2018-04-03,신 혜 정,"크림 사용 단계에서 적당량을 덜어 얼굴 전체에 고르게 펴바른 뒤, 손바닥으로 가볍게 눌러 흡수시켜 줍니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년(개봉 후 12개월),100ml,99,0.986,,,,,,,,,,PWMCR0040,제품표준서_EVCO914_(WMCR004)-위드미 판테스틱 더마 시카 크림.xls
AOBC001,EVCO-915,샤샤 밀크 앤 허니 바디워시-듀이 플로럴,CHAR CHAR Milk & Honey Body Wash-Dewy Floral,연황색 불투명 점액상,1500 mL,2018-04-20,신 혜 정,적당량을 샤워용 스펀지나 타올에 묻혀 거품을 낸 다음 전신에 마사지하듯 고루 문지른 후 물로 깨끗이 씻어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,1500ml,1500,1.023,5.8 ± 1.0,"10,000 ± 5,000",0,,,어려움,,,BAOBC0010,PAOBC0010,제품표준서_EVCO915_(AOBC001)-샤샤 밀크 앤 허니 바디워시 - 듀이 플로럴.xls
AOBC002,EVCO-916,샤샤 밀크 앤 허니 바디워시-쥬이시 그레이프프룻,CHAR CHAR Milk & Honey Body Wash-Juicy Grapefruit,연분홍 불투명 점액상,1500 mL,2018-04-20,신 혜 정,적당량을 샤워용 스펀지나 타올에 묻혀 거품을 낸 다음 전신에 마사지하듯 고루 문지른 후 물로 깨끗이 씻어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,1500ml,1500,1.023,5.8 ± 1.0,"10,000 ± 5,000",0,,0,어려움,,,BAOBC0020,PAOBC0020,제품표준서_EVCO916_(AOBC002)-샤샤 밀크 앤 허니 바디워시 - 쥬이시 그레이프프룻.xls
AOBC003,EVCO-917,샤샤 밀크 앤 허니 바디워시-소프트 머스크,CHAR CHAR Milk & Honey Body Wash-Soft Musk,연보라색 불투명 점액상,1500 mL,2018-04-20,신 혜 정,적당량을 샤워용 스펀지나 타올에 묻혀 거품을 낸 다음 전신에 마사지하듯 고루 문지른 후 물로 깨끗이 씻어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,1500ml,1500,1.023,5.8 ± 1.0,"10,000 ± 5,000",0,,0,어려움,,,BAOBC0030,PAOBC0030,제품표준서_EVCO917_(AOBC003)-샤샤 밀크 앤 허니 바디워시 - 소프트 머스크.xls
AOBL001,EVCO-918,샤샤 밀크 앤 허니 바디로션-듀이 플로럴,CHAR CHAR Milk & Honey Body Lotion-Dewy Floral,연황색 로션상,1500 mL,2018-04-20,신 혜 정,샤워 후 건조함이 느껴지는 부위 및 전신에 마사지 하듯이 발라 주세요.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,1500ml,1470,0.984,6.5 ± 1.0,"25,000 ± 5,000",,,0,어려움,,,BAOBL0010,PAOBL0010,제품표준서_EVCO918_(AOBL001)-샤샤 밀크 앤 허니 바디로션 - 듀이 플로럴.xls
AOBL002,EVCO-919,샤샤 밀크 앤 허니 바디로션-쥬이시 그레이프프룻,CHAR CHAR Milk & Honey Body Lotion-Juicy Grapefruit,연분홍색 로션상,1500 mL,2018-04-20,신 혜 정,샤워 후 건조함이 느껴지는 부위 및 전신에 마사지 하듯이 발라 주세요.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,1500ml,1470,0.984,6.5 ± 1.0,"25,000 ± 5,000",,,,어려움,,,BAOBL0020,PAOBL0020,제품표준서_EVCO919_(AOBL002)-샤샤 밀크 앤 허니 바디로션 - 쥬이시 그레이프프룻.xls
AOBL003,EVCO-920,샤샤 밀크 앤 허니 바디로션-소프트 머스크,CHAR CHAR Milk & Honey Body Lotion-Soft Musk,연보라색 로션상,1500 mL,2018-04-20,신 혜 정,샤워 후 건조함이 느껴지는 부위 및 전신에 마사지 하듯이 발라 주세요.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,1500ml,1470,0.984,6.5 ± 1.0,"25,000 ± 5,000",,,0,어려움,,,BAOBL0030,PAOBL0030,제품표준서_EVCO920_(AOBL003)-샤샤 밀크 앤 허니 바디로션 - 소프트 머스크.xls
WMTN002,EVCO-921,위드미 판테스틱 더마 시카 퓨리파잉 토너,WITHME Panthestic Derma Cica Purifying Toner,무색 투명 액상,500 mL,2018-04-25,신 혜 정,적당량을 덜어 피부결을 따라 부드럽게 펴 바르고 가볍게 두드리며 흡수시켜 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,500ml,514,1.016,,,,,,어려움,,,,PWMTN0020,제품표준서_EVCO921_(WMTN002)-위드미 판테스틱 더마 시카 퓨리파잉 토너.xls
WMBL001,EVCO-922,위드미 판테스틱 더마 시카 AC 로션,WITHME Panthestic Derma Cica AC Lotion,백색의 로션상,500 mL,2018-05-09,신 혜 정,샤워 후 물기를 닦은 다음 적당량을 덜어 전신에 마사지하듯 골고루 펴 바릅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,500ml,488,0.993,,,,,,어려움,,,,PWMBL0010,제품표준서_EVCO922_(WMBL001)-위드미 판테스틱 더마 시카 AC 로션.xls
MLDM023,EVCO-923,미미로린스 솝 앤 클린 드레스 퍼퓸,Mimi Lauryne's Soap & Clean Dress Perfume,무색 투명 액상,300 mL,2018-05-25,신 혜 정,"탈취와 향기가 필요한 침구, 옷, 신발, 인형 등 패브릭 제품과 옷장, 자동차, 화장실 등 다양한 공간에 분사해주세요.",,,제조일로부터 3년 (제조일자 표기),별첨.4,,,,,,,,,,,,BMLDM0230,PMLDM0230,"제품표준서_EVCO923_(MLDM023~025)-미미로린스 솝 앤 클린 드레스 퍼퓸(브리즈, 퓨리티, 린넨).xls"
MLDM024,EVCO-923,미미로린스 솝 앤 클린 드레스 퍼퓸,Mimi Lauryne's Soap & Clean Dress Perfume,무색 투명 액상,300 mL,2018-05-25,신 혜 정,"탈취와 향기가 필요한 침구, 옷, 신발, 인형 등 패브릭 제품과 옷장, 자동차, 화장실 등 다양한 공간에 분사해주세요.",,,제조일로부터 3년 (제조일자 표기),별첨.4,,,,,,,,,,,,BMLDM0240,PMLDM0240,"제품표준서_EVCO923_(MLDM023~025)-미미로린스 솝 앤 클린 드레스 퍼퓸(브리즈, 퓨리티, 린넨).xls"
MLDM025,EVCO-923,미미로린스 솝 앤 클린 드레스 퍼퓸,Mimi Lauryne's Soap & Clean Dress Perfume,무색 투명 액상,300 mL,2018-05-25,신 혜 정,"탈취와 향기가 필요한 침구, 옷, 신발, 인형 등 패브릭 제품과 옷장, 자동차, 화장실 등 다양한 공간에 분사해주세요.",,,제조일로부터 3년 (제조일자 표기),별첨.4,,,,,,,,,,,,BMLDM0250,PMLDM0250,"제품표준서_EVCO923_(MLDM023~025)-미미로린스 솝 앤 클린 드레스 퍼퓸(브리즈, 퓨리티, 린넨).xls"
VMSP006,EVCO-924,밸르모나 진생 헤리티지 고삼 샴푸액,VALMONA Ginseng Heritage Gosam Shampoo,갈색 불투명 점액상,300mL / 6g,2018-06-01,신 혜 정,적당량을 덜어 거품을 낸 다음 모발과 두피에 발라 충분히 마사지한 후 미지근한 물로 깨끗이 씻어내 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,300ml,304,1.015,5.5 ± 1.0,"10,000 ± 5,000",,,,,하단 13mm,,BVMSP0060,PVMSP0060,제품표준서_EVCO924_(VMSP006)-밸르모나 진생 헤리티지 고삼 샴푸액.xls
VMSPP06,EVCO-924,밸르모나 진생 헤리티지 고삼 샴푸액,VALMONA Ginseng Heritage Gosam Shampoo,갈색 불투명 점액상,300mL / 6g,2018-06-01,신 혜 정,적당량을 덜어 거품을 낸 다음 모발과 두피에 발라 충분히 마사지한 후 미지근한 물로 깨끗이 씻어내 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,6g,6,1.01,5.5 ± 1.0,"10,000 ± 5,000",,,,우수,,,BVMSP0060,PVMSPP060,제품표준서_EVCO924_(VMSP006)-밸르모나 진생 헤리티지 고삼 샴푸액.xls
VMSP005,EVCO-925,밸르모나 파워풀 솔루션 블랙 피오니 서리태 샴푸액,VALMONA Powerful Solution Black Peony Seoritae Shampoo,검은색 불투명 점액상,480 mL,2018-06-01,신 혜 정,적당량을 덜어 거품을 낸 다음 모발과 두피에 발라 충분히 마사지한 후 미지근한 물로 깨끗이 씻어내 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,480ml,486,1.014,5.4 ± 1.0,"11,000 ± 5,000",,,,어려움,,,BVMSP0050,PVMSP0050,제품표준서_EVCO925_(VMSP005)-밸르모나 파워풀 솔루션 블랙 피오니 서리태 샴푸액.xls
VMRS005,EVCO-926,밸르모나 파워풀 솔루션 블랙 피오니 서리태 모발 영양팩,VALMONA Powerful Solution Black Peony Seoritae Nutrient Conditioner,회색의 로션상,480 mL,2018-06-01,신 혜 정,정당량을 덜어 두피에 닿지 않게 모발에 마사지 한 후 미온수로 충분히 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,480ml,472,0.98,4.0 ± 1.0,"18,000 ± 5,000",,,0,어려움,,,BVMRS0050,PVMRS0050,제품표준서_EVCO926_(VMRS005)-밸르모나 파워풀 솔루션 블랙 피오니 서리태 모발 영양팩.xls
WMLT007,EVCO-927,위드미 시그널 벨벳 립 마스터 07 뮤즈시그널,WITHME Signal Velvet Lip Master 07 Muse Signal,레드색상의 유액상,4.5 g,2018-02-19,신 혜 정,적당량을 취하여 입술에 부드럽게 펴 발라 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,4.5g,,,,,,,,어려움,,,,,제품표준서_EVCO927_(WMLT007)-위드미 시그널 벨벳 립마스터 07 뮤즈시그널.xls
WMLT008,EVCO-928,위드미 시그널 벨벳 립 마스터 08 데인저시그널,WITHME Signal Velvet Lip Master 08 Danger Signal,오렌지색상의 유액상,4.5 g,2018-02-19,신 혜 정,적당량을 취하여 입술에 부드럽게 펴 발라 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,4.5g,,,,,,,,어려움,,,,,제품표준서_EVCO928_(WMLT008)-위드미 시그널 벨벳 립마스터 08 데인저시그널.xls
WMLT009,EVCO-929,위드미 시그널 벨벳 립 마스터 09 블러썸 시그널,WITHME Signal Velvet Lip Master 09 Blossom Signal,핑크색상의 유액상,4.5 g,2018-02-19,신 혜 정,적당량을 취하여 입술에 부드럽게 펴 발라 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,4.5g,,,,,,,,어려움,,,,,제품표준서_EVCO929_(WMLT009)-위드미 시그널 벨벳 립마스터 09 블러썸시그널.xls
WMLT010,EVCO-930,위드미 시그널 벨벳 립 마스터 10 얼루어시그널,WITHME Signal Velvet Lip Master 09 Allure Signal,핑크색상의 유액상,4.5 g,2018-02-19,신 혜 정,적당량을 취하여 입술에 부드럽게 펴 발라 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,4.5g,,,,,,,,어려움,,,,,제품표준서_EVCO930_(WMLT010)-위드미 시그널 벨벳 립마스터 10 얼루어시그널.xls
WMLT101,EVCO-931,위드미 시그널 글로우 립 마스터 101 블러드시그널,WITHME Signal Glow Lip Master 101 Blood Signal,레드색상의 유액상,4.5 g,2018-04-12,신 혜 정,적당량을 취하여 입술에 부드럽게 펴 발라 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,4.5g,,,,,,,,어려움,,,,,제품표준서_EVCO931_(WMLT101)-위드미 시그널 글로우 립마스터 101 블러드시그널.xls
WMLT102,EVCO-932,위드미 시그널 글로우 립 마스터 102 슈슈시그널,WITHME Signal Glow Lip Master 102 Chou Chou Signal,오렌지색상의 유액상,4.5 g,2018-04-12,신 혜 정,적당량을 취하여 입술에 부드럽게 펴 발라 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,4.5g,,,,,,,,어려움,,,,,제품표준서_EVCO932_(WMLT102)-위드미 시그널 글로우 립마스터 102 슈슈시그널.xls
WMLT103,EVCO-933,위드미 시그널 글로우 립 마스터 103 포에버시그널,WITHME Signal Glow Lip Master 103 Forever Signal,핑크색상의 유액상,4.5 g,2018-04-12,신 혜 정,적당량을 취하여 입술에 부드럽게 펴 발라 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,4.5g,,,,,,,,어려움,,,,,제품표준서_EVCO933_(WMLT103)-위드미 시그널 글로우 립마스터 103 포에버시그널.xls
WMLT104,EVCO-934,위드미 시그널 글로우 립 마스터 104 조이시그널,WITHME Signal Glow Lip Master 104 Joy Signal,핑크색상의 유액상,4.5 g,2018-04-12,신 혜 정,적당량을 취하여 입술에 부드럽게 펴 발라 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,4.5g,,,,,,,,어려움,,,,,제품표준서_EVCO934_(WMLT104)-위드미 시그널 글로우 립마스터 104 조이시그널.xls
WMLT105,EVCO-935,위드미 시그널 글로우 립 마스터 105 판타지시그널,WITHME Signal Glow Lip Master 105 Fantasy Signal,핑크색상의 유액상,4.5 g,2018-04-12,신 혜 정,적당량을 취하여 입술에 부드럽게 펴 발라 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,4.5g,,,,,,,,어려움,,,,,제품표준서_EVCO935_(WMLT105)-위드미 시그널 글로우 립마스터 105 판타지시그널.xls
WMLG001,EVCO-936,위드미 시그널 샤인 립 글로스 앤 밤 No.01 마린블루펄,WITHME Signal Shine Lip Gloss & Balm No.01 Marine Blue Pearl,블루색상의 유액상,10 g,2018-06-26,신 혜 정,적당량을 취하여 입술에 부드럽게 펴 발라 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,10g,,,,,,,,,,,,,제품표준서_EVCO936_(WMLG001)-위드미 시그널 샤인 립 글로스 앤 밤 No.01 마린블루펄.xls
WMLG002,EVCO-937,위드미 시그널 샤인 립 글로스 앤 밤 No.02 체리블러썸펄,WITHME Signal Shine Lip Gloss & Balm No.02 Cherry Blossom Pearl,핑크색상의 유액상,10 g,2018-06-26,신 혜 정,적당량을 취하여 입술에 부드럽게 펴 발라 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,10g,,,,,,,,,,,,,제품표준서_EVCO937_(WMLG002)-위드미 시그널 샤인 립 글로스 앤 밤 No.02 체리블러썸펄.xls
WMLG003,EVCO-938,위드미 시그널 샤인 립 글로스 앤 밤 No.03 에센셜 밤,WITHME Signal Shine Lip Gloss & Balm No.03 Essential Balm,화이트색상의 크림상,10 g,2018-06-26,신 혜 정,적당량을 취하여 입술에 부드럽게 펴 발라 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,10g,,,,,,,,,,,,,제품표준서_EVCO938_(WMLG003)-위드미 시그널 샤인 립 글로스 앤 밤 No.03 에센셜밤.xls
BTBS001,EVCO-939,바스파 오스트레일리안 바쓰 솔트 소프트 로지,BATHPA Australian Bath Salt Soft Rosy,연한핑크의 입자소금,1200 g,2018-06-01,신 혜 정,물에 적당량을 용해시켜 사용합니다. 권장사용량: 물의 양에 따라 50g~150g(물10L 당 1g),,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 2년,1200g,,,6.0 ± 1.0,"7,000 ± 3,000",,,,어려움,,,,,제품표준서_EVCO939_(BTBS001)-바스파 오스트레일리안 바쓰 솔트 소프트 로지.xls
BTBS002,EVCO-940,바스파 오스트레일리안 바쓰 솔트 프레쉬 유자,BATHPA Australian Bath Salt Fresh Yuja,연한황색의 입자소금,1200 g,2018-06-01,신 혜 정,물에 적당량을 용해시켜 사용합니다. 권장사용량: 물의 양에 따라 50g~150g(물10L 당 1g),,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 2년,1200g,,,6.0 ± 1.0,"7,000 ± 3,000",,,,어려움,,,,,제품표준서_EVCO940_(BTBS002)-바스파 오스트레일리안 바쓰 솔트 프레쉬 유자.xls
